,Symbol,Name,Industry,IndustryCode
423,ACHC,Acadia Healthcare Company Inc,헬스케어 업체 및 서비스,561020
424,LOPE,Grand Canyon Education Inc,교육서비스,631010
425,CROX,Crocs Inc,섬유 및 의류,532020
426,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
427,VRM,Vroom Inc,소프트웨어 및 IT서비스,572010
428,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
429,DSGX,Descartes Systems Group Inc,소프트웨어 및 IT서비스,572010
430,SFIX,Stitch Fix Inc Class A,소프트웨어 및 IT서비스,572010
431,LANC,Lancaster Colony Corp,식품 및 담배,541020
432,SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
433,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
434,ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
435,SPWR,SunPower Corp,재생에너지,502010
436,CYBR,Cyberark Software Ltd,소프트웨어 및 IT서비스,572010
437,CCMP,CMC Materials Inc,반도체 및 반도체 장비,571010
438,EXPO,Exponent Inc,전문 및 상업 서비스,522030
439,AMRS,Amyris Inc,화학,511010
440,UBSI,United Bankshares Inc,은행,551010
441,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
442,AVIR,Atea Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
443,CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
444,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
445,CAR,Avis Budget Group Inc,운송업,524060
446,SLGN,Silgan Holdings Inc,용기 및 포장,513020
447,POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
448,ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
449,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
450,ALGM,Allegro Microsystems Inc,반도체 및 반도체 장비,571010
451,NWS,News Corp Class B,미디어 및 출판,533020
452,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
453,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
454,LBTYA,Liberty Global PLC Class A,미디어 및 출판,533020
455,FEYE,FireEye Inc,소프트웨어 및 IT서비스,572010
456,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
457,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
458,WEN,Wendys Co,호텔 및 엔터테인먼트,533010
459,CBPO,China Biologic Products Holdings Inc,생명과학 및 메디컬 리서치,562020
460,SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
461,ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
462,LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
463,NOVT,Novanta Inc,전자 장비 및 부품,571040
464,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
465,DSEY,Diversey Holdings Ltd,화학,511010
466,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
467,FIZZ,National Beverage Corp,음료,541010
468,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
469,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
470,MGNI,Magnite Inc,소프트웨어 및 IT서비스,572010
471,GRFS,Grifols SA ADR,제약,562010
472,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
473,ABCM,Abcam PLC ADR,제약,562010
474,UFPI,Ufp Industries Inc,종이 및 임산물,513010
475,PACW,PacWest Bancorp,은행,551010
476,UMBF,UMB Financial Corp,은행,551010
477,NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
478,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
479,SIGI,Selective Insurance Group Inc,보험,553010
480,HOMB,Home BancShares Inc,은행,551010
481,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
482,ACIW,ACI Worldwide Inc,소프트웨어 및 IT서비스,572010
483,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
484,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
485,WTFC,Wintrust Financial Corp,은행,551010
486,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
487,TPTX,Turning Point Therapeutics Inc,생명과학 및 메디컬 리서치,562020
488,IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
489,EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
490,CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
491,INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
492,OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
493,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
494,JOBS,51job Inc ADR,전문 및 상업 서비스,522030
495,KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
496,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
497,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
498,CHK,Chesapeake Energy Corp,오일 및 가스,501020
499,QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
500,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
501,AEIS,Advanced Energy Industries Inc,반도체 및 반도체 장비,571010
502,VNET,21Vianet Group Inc ADR,소프트웨어 및 IT서비스,572010
503,HCM,Hutchison China MediTech Ltd ADR,제약,562010
504,BCPC,Balchem Corp,식품 및 담배,541020
505,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
506,PPBI,Pacific Premier Bancorp Inc,은행,551010
507,ARNA,Arena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
508,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
509,LESL,Leslie's Inc,레저 상품,532050
510,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
511,AVT,Avnet Inc,전자 장비 및 부품,571040
512,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
513,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
514,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
515,CIGI,Colliers International Group Inc,부동산 운영 관리,601010
516,FCEL,Fuelcell Energy Inc,재생에너지,502010
517,AHCO,Adapthealth Corp Class A,헬스케어 장비 및 용품,561010
518,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
519,ALGT,Allegiant Travel Co,운송업,524060
520,TIGO,Millicom International Cellular SA,통신 서비스,574010
521,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
522,GSHD,Goosehead Insurance Inc Class A,보험,553010
523,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
524,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
525,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
526,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
527,UMPQ,Umpqua Holdings Corp,은행,551010
528,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
529,TLRY,Tilray Inc,제약,562010
530,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
531,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
532,OLK,Olink Holding AB (publ) ADR,사무기기,571050
533,TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
534,MARA,Marathon Digital Holdings Inc,핀테크,573010
535,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
536,RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
537,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
538,BHF,Brighthouse Financial Inc,보험,553010
539,LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
540,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
541,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
542,KNSL,Kinsale Capital Group Inc,보험,553010
543,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
544,ABCB,Ameris Bancorp,은행,551010
545,LGIH,LGI Homes Inc,주택건설,532030
546,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
547,HWC,Hancock Whitney Corp,은행,551010
548,BIGC,Bigcommerce Holdings  Inc. Series 1,소프트웨어 및 IT서비스,572010
549,GOCO,Gohealth Inc Class A,보험,553010
550,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
551,SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
552,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
553,EBC,Eastern Bankshares Inc,은행,551010
554,SGMS,Scientific Games Corp,호텔 및 엔터테인먼트,533010
555,NKTR,Nektar Therapeutics,생명과학 및 메디컬 리서치,562020
556,ISBC,Investors Bancorp Inc,은행,551010
557,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
558,GO,Grocery Outlet Holding Corp,다양한 소매업,534020
559,URBN,Urban Outfitters Inc,전문품 상점,534030
560,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
561,STMP,Stamps.Com Inc,소프트웨어 및 IT서비스,572010
562,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
563,FHB,First Hawaiian Inc,은행,551010
564,EYE,National Vision Holdings Inc,전문품 상점,534030
565,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
566,STAY,Extended Stay America Inc Unit,호텔 및 엔터테인먼트,533010
567,PCH,PotlatchDeltic Corp,주택 및 상업용 리츠,601020
568,APLS,Apellis Pharmaceuticals Inc,제약,562010
569,SAFM,Sanderson Farms Inc,식품 및 담배,541020
570,TCBI,Texas Capital Bancshares Inc,은행,551010
571,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
572,BECN,Beacon Roofing Supply Inc,주택건설,532030
573,CDLX,Cardlytics Inc,미디어 및 출판,533020
574,QFIN,360 DigiTech Inc ADR,은행,551010
575,ARRY,Array Technologies Inc,재생에너지,502010
576,SNBR,Sleep Number Corp,가정용품,532040
577,CCXI,ChemoCentryx Inc,제약,562010
578,LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
579,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
580,PDCE,PDC Energy Inc,오일 및 가스,501020
581,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
582,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
583,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
584,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
585,KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
586,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
587,SFBS,ServisFirst Bancshares Inc,은행,551010
588,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
589,DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
590,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
591,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
592,TIL,Instil Bio Inc,생명과학 및 메디컬 리서치,562020
593,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
594,AGIO,Agios Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
595,NWE,NorthWestern Corp,전기 유틸리티,591010
596,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
597,PS,Pluralsight Inc Class A,소프트웨어 및 IT서비스,572010
598,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
599,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
600,CRON,Cronos Group Inc,제약,562010
601,ROOT,Root Inc Class A,보험,553010
602,VC,Visteon Corp,자동차 및 자동차 부품,531010
603,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
604,HMSY,HMS Holdings Corp,헬스케어 업체 및 서비스,561020
605,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
606,ONB,Old National Bancorp,은행,551010
607,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
608,VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
609,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
610,RIOT,Riot Blockchain Inc,핀테크,573010
611,SFNC,Simmons First National Corp Class A,은행,551010
612,CATY,Cathay General Bancorp,은행,551010
613,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
614,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
615,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
616,IMAB,I-Mab ADR,제약,562010
617,SSRM,SSR Mining Inc,메탈&마이닝,512010
618,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
619,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
620,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
621,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
622,PCRX,Pacira Biosciences Inc,제약,562010
623,VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
624,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
625,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
626,IRBT,iRobot Corp,전자 장비 및 부품,571040
627,CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
628,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
629,COLB,Columbia Banking System Inc,은행,551010
630,MIK,Michaels Companies Inc,전문품 상점,534030
631,CELH,Celsius Holdings Inc,음료,541010
632,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
633,RCII,Rent-A-Center Inc,전문품 상점,534030
634,COOP,Mr. Cooper Group Inc,은행,551010
635,SHOO,Steven Madden Ltd,섬유 및 의류,532020
636,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
637,CVBF,CVB Financial Corp,은행,551010
638,RVMD,Revolution Medicines Inc,생명과학 및 메디컬 리서치,562020
639,IBTX,Independent Bank Group Inc,은행,551010
640,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
641,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
642,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
643,AUB,Atlantic Union Bankshares Corp,은행,551010
644,VEON,VEON Ltd ADR,통신 서비스,574010
645,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
646,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
647,CLOV,Clover Health Investments Corp Class A,헬스케어 장비 및 용품,561010
648,PSMT,PriceSmart Inc,다양한 소매업,534020
649,IBOC,International Bancshares Corp,은행,551010
650,MOMO,Momo Inc ADR,소프트웨어 및 IT서비스,572010
651,PCT,Purecycle Technologies Inc,전문 및 상업 서비스,522030
652,CRSR,Corsair Gaming Inc,"컴퓨터, 전화 및 가전제품",571060
653,UCBI,United Community Banks Inc,은행,551010
654,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
655,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
656,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
657,BAND,Bandwidth Inc Class A,통신 서비스,574010
658,TRUP,Trupanion Inc,보험,553010
659,VG,Vonage Holdings Corp,통신 서비스,574010
660,BLI,Berkeley Lights Inc,헬스케어 장비 및 용품,561010
661,ANAT,American National Group Inc,보험,553010
662,LOB,Live Oak Bancshares Inc,은행,551010
663,POSH,Poshmark Inc Class A,소프트웨어 및 IT서비스,572010
664,ROCK,Gibraltar Industries Inc,주택건설,532030
665,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
666,SMPL,Simply Good Foods Co,식품 및 담배,541020
667,OPK,OPKO Health Inc,제약,562010
668,MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
669,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
670,AVAV,AeroVironment Inc,우주항공 및 국방,521010
671,FGEN,FibroGen Inc,생명과학 및 메디컬 리서치,562020
672,COKE,Coca-Cola Consolidated Inc,음료,541010
673,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
674,FLGT,Fulgent Genetics Inc,헬스케어 장비 및 용품,561010
675,FIBK,First Interstate BancSystem Inc Class A,은행,551010
676,INDB,Independent Bank Corp (Massachusetts),은행,551010
677,CORT,Corcept Therapeutics Inc,제약,562010
678,CSOD,Cornerstone OnDemand Inc,소프트웨어 및 IT서비스,572010
679,MEOH,Methanex Corp,화학,511010
680,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
681,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
682,GOEV,Canoo Inc Class A,기타 금융업,556010
683,FULT,Fulton Financial Corp,은행,551010
684,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
685,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
686,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
687,RCKT,Rocket Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
688,OSTK,Overstock.com Inc,소프트웨어 및 IT서비스,572010
689,LAUR,Laureate Education Inc Class A,교육서비스,631010
690,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
691,SKYW,SkyWest Inc,운송업,524060
692,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
693,TREE,LendingTree Inc,은행,551010
694,EDIT,Editas Medicine Inc,생명과학 및 메디컬 리서치,562020
695,REGI,Renewable Energy Group Inc,재생에너지,502010
696,FCFS,FirstCash Inc,은행,551010
697,CAKE,Cheesecake Factory Inc,호텔 및 엔터테인먼트,533010
698,CSIQ,Canadian Solar Inc,재생에너지,502010
699,SANM,Sanmina Corp,반도체 및 반도체 장비,571010
700,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
701,CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
702,MGEE,MGE Energy Inc,전기 유틸리티,591010
703,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
704,PLXS,Plexus Corp,반도체 및 반도체 장비,571010
705,DSP,Viant Technology Inc Class A,소프트웨어 및 IT서비스,572010
706,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
707,BRP,BRP Group Inc Class A,보험,553010
708,UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
709,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
710,CMPR,Cimpress PLC,전문 및 상업 서비스,522030
711,MIME,Mimecast Ltd,소프트웨어 및 IT서비스,572010
712,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
713,NAVI,Navient Corp,은행,551010
714,CLNE,Clean Energy Fuels Corp,오일 및 가스,501020
715,SVMK,SVMK Inc,소프트웨어 및 IT서비스,572010
716,IOSP,Innospec Inc,화학,511010
717,FRME,First Merchants Corp,은행,551010
718,JACK,Jack in the Box Inc,호텔 및 엔터테인먼트,533010
719,SEER,Seer Inc Class A,사무기기,571050
720,FMBI,First Midwest Bancorp Inc,은행,551010
721,GBDC,Golub Capital BDC Inc,다양한 금융서비스,555010
722,OPINI,Office Properties Income Trust PRF,주택 및 상업용 리츠,601020
723,PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
